Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,1/1/2001,,,,27,,,,,,,,,,
Willamette Falls,1/2/2001,,,,56,,,,,,,,,,
Willamette Falls,1/3/2001,,,,23,,,,,,,,,,7.2
Willamette Falls,1/4/2001,,,,21,,,,,,,,,,7.2
Willamette Falls,1/5/2001,,,,11,,,,,,,,,,7.2
Willamette Falls,1/6/2001,,,,11,,,,,,,,,,6.7
Willamette Falls,1/7/2001,,,,8,,,,,,,,,,
Willamette Falls,1/8/2001,,,,15,,,,,,,,,,
Willamette Falls,1/9/2001,,,,8,,,,,,,,,,6.7
Willamette Falls,1/10/2001,,,,11,,,,,,,,,,6.1
Willamette Falls,1/11/2001,,,,8,,,,,,,,,,6.1
Willamette Falls,1/12/2001,,,,16,,,,,,,,,,5.6
Willamette Falls,1/13/2001,,,,9,,,,,,,,,,6.1
Willamette Falls,1/14/2001,,,,19,,,,,,,,,,
Willamette Falls,1/15/2001,,,,11,,,,,,,,,,
Willamette Falls,1/16/2001,,,,14,,,,,,,,,,6.1
Willamette Falls,1/17/2001,,,,7,,,,,,,,,,6.1
Willamette Falls,1/18/2001,,,,6,,,,,,,,,,6.1
Willamette Falls,1/19/2001,,,,4,,,,,,,,,,5.6
Willamette Falls,1/20/2001,,,,5,,,,,,,,,,
Willamette Falls,1/21/2001,,,,5,,,,,,,,,,
Willamette Falls,1/22/2001,,,,10,,,,,,,,,,5.6
Willamette Falls,1/23/2001,,,,16,,,,,,,,,,5.6
Willamette Falls,1/24/2001,,,,15,,,,,,,,,,6.1
Willamette Falls,1/25/2001,,,,17,,,,,,,,,,6.1
Willamette Falls,1/26/2001,,,,50,,,,,,,,,,6.1
Willamette Falls,1/27/2001,,,,12,,,,,,,,,,
Willamette Falls,1/28/2001,,,,8,,,,,,,,,,
Willamette Falls,1/29/2001,,,,5,,,,,,,,,,5.6
Willamette Falls,1/30/2001,,,,2,,,,,,,,,,5.6
Willamette Falls,1/31/2001,,,,8,,,,,,,,,,5.6
Willamette Falls,2/1/2001,,,,8,,,,,,,,,,5.6
Willamette Falls,2/2/2001,,,,20,,,,,,,,,,5.6
Willamette Falls,2/3/2001,,,,39,,,,,,,,,,
Willamette Falls,2/4/2001,,,,51,,,,,,,,,,6.1
Willamette Falls,2/5/2001,,,,99,,,,,,,,,,
Willamette Falls,2/6/2001,,,,175,,,,,,,,,,6.7
Willamette Falls,2/7/2001,,,,100,,,,,,,,,,7.2
Willamette Falls,2/8/2001,,,,35,,,,,,,,,,6.7
Willamette Falls,2/9/2001,,,,18,,,,,,,,,,6.1
Willamette Falls,2/10/2001,,,,21,,,,,,,,,,
Willamette Falls,2/11/2001,,,,,,,,,,,,,,
Willamette Falls,2/12/2001,,,,4,,,,,,,,,,5
Willamette Falls,2/13/2001,,,,14,,,,,,,,,,
Willamette Falls,2/14/2001,,,,12,,,,,,,,,,5
Willamette Falls,2/15/2001,,,,30,,,,,,,,,,
Willamette Falls,2/16/2001,,,,22,,,,,,,,,,6.1
Willamette Falls,2/17/2001,,,,58,,,,,,,,,,
Willamette Falls,2/18/2001,,,,69,,,,,,,,,,6.1
Willamette Falls,2/19/2001,,,,48,,,,,,,,,,
Willamette Falls,2/20/2001,,1,,94,,,,,,,,,,6.1
Willamette Falls,2/21/2001,,,,294,,,,,,,,,,6.7
Willamette Falls,2/22/2001,,2,,181,,,,,,,,,,6.7
Willamette Falls,2/23/2001,,,,150,,,,,,,,,,7.2
Willamette Falls,2/24/2001,,1,,224,,,,,,,,,,
Willamette Falls,2/25/2001,,1,,190,,,,,,,,,,
Willamette Falls,2/26/2001,,1,,151,,,,,,,,,,7.8
Willamette Falls,2/27/2001,,1,,160,,,,,,,,,,7.8
Willamette Falls,2/28/2001,,,,144,,,,,,,,,,7.8
Willamette Falls,3/1/2001,,,,97,,,,,,,,,,
Willamette Falls,3/2/2001,,,,112,,,,,,,,,,7.8
Willamette Falls,3/3/2001,,1,,103,,,,,,,,,,
Willamette Falls,3/4/2001,,,,50,,,,,,,,,,7.2
Willamette Falls,3/5/2001,,1,,94,,,,,,,,,,
Willamette Falls,3/6/2001,,1,,182,,,,,,,,,,7.2
Willamette Falls,3/7/2001,,4,,305,,,,,,,,,,7.8
Willamette Falls,3/8/2001,,3,,444,,,,,,,,,,
Willamette Falls,3/9/2001,,4,,440,,,,,,,,,,8.9
Willamette Falls,3/10/2001,,2,,406,,,,,,,,,,
Willamette Falls,3/11/2001,,4,,335,,,,,,,,,,
Willamette Falls,3/12/2001,,10,,345,,,,,,,,,,9.4
Willamette Falls,3/13/2001,,13,,317,,,,,,,,,,9.4
Willamette Falls,3/14/2001,,4,,334,,,,,,,,,,9.4
Willamette Falls,3/15/2001,,14,,254,,,,,,,,,,9.4
Willamette Falls,3/16/2001,,6,,282,,,,,,,,,,9.4
Willamette Falls,3/17/2001,,8,,255,,,,,,,,,,
Willamette Falls,3/18/2001,,20,,360,,,,,,,,,,
Willamette Falls,3/19/2001,,7,,328,,,,,,,,,,9.4
Willamette Falls,3/20/2001,,5,,319,,,,,,,,,,8.9
Willamette Falls,3/21/2001,,7,,280,,,,,,,,,,9.4
Willamette Falls,3/22/2001,,6,,227,,,,,,,,,,
Willamette Falls,3/23/2001,,10,,286,,,,,,,,,,9.4
Willamette Falls,3/24/2001,,13,,291,,,,,,,,,,
Willamette Falls,3/25/2001,,21,,341,,,,,,,,,,
Willamette Falls,3/26/2001,,24,,324,,,,,,,,,,10.6
Willamette Falls,3/27/2001,,13,,238,,,,,,,,,,10.6
Willamette Falls,3/28/2001,,25,,380,,,,,,,,,,10.6
Willamette Falls,3/29/2001,,20,,416,,,,,,,,,,10
Willamette Falls,3/30/2001,,8,,202,,,,,,,,,,10
Willamette Falls,3/31/2001,,15,,276,,,,,,,,,,10
Willamette Falls,4/1/2001,,30,,288,,,,,,,,,,
Willamette Falls,4/2/2001,,45,,307,,,,,,,,,,10.6
Willamette Falls,4/3/2001,,36,,274,,,,,,,,,,10
Willamette Falls,4/4/2001,,33,,205,,,,,,,,,,9.4
Willamette Falls,4/5/2001,,29,,149,,,,,,,,,,9.4
Willamette Falls,4/6/2001,,27,,97,,,,,,,,,,9.4
Willamette Falls,4/7/2001,,14,,126,,,,,,,,,,
Willamette Falls,4/8/2001,,38,,157,,,,,,,,,,
Willamette Falls,4/9/2001,,65,,198,,,,,,,,,,8.9
Willamette Falls,4/10/2001,,28,,204,,,,,,,,,,8.3
Willamette Falls,4/11/2001,,112,,305,,,,,,,,,,8.9
Willamette Falls,4/12/2001,,102,,278,,,,,,,,,,8.9
Willamette Falls,4/13/2001,,88,1,217,,,,,,,,,,9.4
Willamette Falls,4/14/2001,,163,2,343,,,,,,,,,,
Willamette Falls,4/15/2001,,327,,393,,,,,,,,,,
Willamette Falls,4/16/2001,,489,1,446,,,,,,,,,,9.4
Willamette Falls,4/17/2001,,562,1,336,,,,,,,,,,10.6
Willamette Falls,4/18/2001,,516,,414,,,,,,,,,,10.6
Willamette Falls,4/19/2001,,667,6,379,,,,,,,,,,11.1
Willamette Falls,4/20/2001,,815,2,283,,,,,,,,,,11.7
Willamette Falls,4/21/2001,,1206,6,336,,,,,,,,,,
Willamette Falls,4/22/2001,,1280,5,308,,,,,,,,,,
Willamette Falls,4/23/2001,,911,4,325,,,,,,,,,,11.7
Willamette Falls,4/24/2001,,759,7,355,,,,,,,,,,
Willamette Falls,4/25/2001,,1203,6,412,,,,,,,,,,12.2
Willamette Falls,4/26/2001,,1665,3,497,,,,,,,,,,13.3
Willamette Falls,4/27/2001,,1943,8,420,,,,,,,,,,12.8
Willamette Falls,4/28/2001,,1677,4,336,,,,,,,,,,
Willamette Falls,4/29/2001,,1341,6,244,,,,,,,,,,
Willamette Falls,4/30/2001,,933,22,265,,,,,,,,,,
Willamette Falls,5/1/2001,,572,6,221,,,,,,,,,,12.2
Willamette Falls,5/2/2001,,319,7,183,,,,,,,,,,11.7
Willamette Falls,5/3/2001,,232,1,139,,,,,,,,,,11.1
Willamette Falls,5/4/2001,,752,15,261,,,,,,,,,,11.7
Willamette Falls,5/5/2001,,997,17,306,,,,,,,,,,
Willamette Falls,5/6/2001,,875,17,223,,,,,,,,,,
Willamette Falls,5/7/2001,,1014,26,262,,,,,,,,,,12.8
Willamette Falls,5/8/2001,,1564,42,300,,,,,,,,,,13.3
Willamette Falls,5/9/2001,,1129,55,450,,,,,,,,,,13.9
Willamette Falls,5/10/2001,,1401,40,406,,,,,,,,,,
Willamette Falls,5/11/2001,,1890,51,408,,,,,,,,,,15
Willamette Falls,5/12/2001,,1196,29,382,,,,,,,,,,
Willamette Falls,5/13/2001,,1085,41,357,,,,,,,,,,
Willamette Falls,5/14/2001,,872,39,335,,,,,,,,,,16.1
Willamette Falls,5/15/2001,,708,33,223,,,,,,,,,,15.6
Willamette Falls,5/16/2001,,466,18,150,,,,,,,,,,14.4
Willamette Falls,5/17/2001,,142,2,110,,,,,,,,,,13.3
Willamette Falls,5/18/2001,,275,11,187,,,,,,,,,,
Willamette Falls,5/19/2001,,252,8,166,,,,,,,,,,
Willamette Falls,5/20/2001,,398,12,239,,,,,,,,,,13.3
Willamette Falls,5/21/2001,,602,26,353,,,,,,,,,,14.4
Willamette Falls,5/22/2001,,699,23,386,,,,,,,,,,15.6
Willamette Falls,5/23/2001,,1245,43,398,,,,,,,,,,17.2
Willamette Falls,5/24/2001,,1014,36,280,,,,,,,,,,17.8
Willamette Falls,5/25/2001,,992,19,330,,,,,,,,,,18.9
Willamette Falls,5/26/2001,,882,38,362,,,,,,,,,,
Willamette Falls,5/27/2001,,819,15,405,,,,,,,,,,
Willamette Falls,5/28/2001,,485,12,366,,,,,,,,,,
Willamette Falls,5/29/2001,,439,21,292,,,,,,,,,,17.2
Willamette Falls,5/30/2001,,384,18,332,,,,,,,,,,16.7
Willamette Falls,5/31/2001,,391,15,341,,,,,,,,,,
Willamette Falls,6/1/2001,,396,11,349,,,,,,,,,,16.1
Willamette Falls,6/2/2001,,551,15,299,,,,,,,,,,
Willamette Falls,6/3/2001,,491,18,317,,,,,,,,,,
Willamette Falls,6/4/2001,,371,29,318,,,,,,,,,,16.1
Willamette Falls,6/5/2001,,272,17,274,,,,,,,,,,15.6
Willamette Falls,6/6/2001,,278,11,296,,,,,,,,,,15.6
Willamette Falls,6/7/2001,,412,11,303,,,,,,,,,,
Willamette Falls,6/8/2001,,561,13,316,,,,,,,,,,15.6
Willamette Falls,6/9/2001,,627,29,283,,,,,,,,,,
Willamette Falls,6/10/2001,,390,19,250,,,,,,,,,,
Willamette Falls,6/11/2001,,232,10,243,,,,,,,,,,18.3
Willamette Falls,6/12/2001,,194,8,195,,,,,,,,,,
Willamette Falls,6/13/2001,,167,6,171,,,,,,,,,,17.8
Willamette Falls,6/14/2001,,203,12,151,,,,,,,,,,16.7
Willamette Falls,6/15/2001,,234,4,171,,,,,,,,,,16.7
Willamette Falls,6/16/2001,,206,7,209,,,,,,,,,,
Willamette Falls,6/17/2001,,334,9,239,,,,,,,,,,
Willamette Falls,6/18/2001,,290,11,211,,,,,,,,,,17.2
Willamette Falls,6/19/2001,,234,14,186,,,,,,,,,,17.8
Willamette Falls,6/20/2001,,301,10,194,,,,,,,,,,18.3
Willamette Falls,6/21/2001,,325,5,123,,,,,,,,,,
Willamette Falls,6/22/2001,,343,13,170,,,,,,,,,,19.4
Willamette Falls,6/23/2001,,265,6,132,,,,,,,,,,
Willamette Falls,6/24/2001,,227,3,90,,,,,,,,,,20
Willamette Falls,6/25/2001,,180,11,76,,,,,,,,,,20
Willamette Falls,6/26/2001,,171,1,74,,,,,,,,,,20
Willamette Falls,6/27/2001,,232,6,73,,,,,,,,,,19.4
Willamette Falls,6/28/2001,,118,5,69,,,,,,,,,,18.9
Willamette Falls,6/29/2001,,165,,80,,,,,,,,,,18.3
Willamette Falls,6/30/2001,,163,13,96,,,,,,,,,,
Willamette Falls,7/1/2001,,147,3,111,,,,,,,,,,
Willamette Falls,7/2/2001,,141,7,105,,,,,,,,,,19.4
Willamette Falls,7/3/2001,,209,15,123,,,,,,,,,,19.4
Willamette Falls,7/4/2001,,205,16,173,,,,,,,,,,
Willamette Falls,7/5/2001,,178,11,184,,,,,,,,,,20.6
Willamette Falls,7/6/2001,,154,7,113,,,,,,,,,,20.6
Willamette Falls,7/7/2001,,116,6,93,,,,,,,,,,
Willamette Falls,7/8/2001,,80,10,51,,,,,,,,,,21.7
Willamette Falls,7/9/2001,,55,3,43,,,,,,,,,,22.2
Willamette Falls,7/10/2001,,40,4,21,,,,,,,,,,22.8
Willamette Falls,7/11/2001,,43,,47,,,,,,,,,,
Willamette Falls,7/12/2001,,45,6,36,,,,,,,,,,23.3
Willamette Falls,7/13/2001,,28,4,28,,,,,,,,,,23.3
Willamette Falls,7/14/2001,,22,3,23,,,,,,,,,,22.8
Willamette Falls,7/15/2001,,21,2,21,,,,,,,,,,23.3
Willamette Falls,7/16/2001,,15,2,16,,,,,,,,,,22.8
Willamette Falls,7/17/2001,,14,1,19,,,,,,,,,,22.8
Willamette Falls,7/18/2001,,32,,20,,,,,,,,,,
Willamette Falls,7/19/2001,,34,,21,,,,,,,,,,21.7
Willamette Falls,7/20/2001,,80,3,69,,,,,,,,,,21.7
Willamette Falls,7/21/2001,,44,1,52,,,,,,,,,,
Willamette Falls,7/22/2001,,103,4,61,,,,,,,,,,20.6
Willamette Falls,7/23/2001,,70,11,84,,,,,,,,,,20.6
Willamette Falls,7/24/2001,,76,8,89,,,,,,,,,,21.1
Willamette Falls,7/25/2001,,79,2,92,,,,,,,,,,
Willamette Falls,7/26/2001,,64,3,60,,,,,,,,,,21.7
Willamette Falls,7/27/2001,,41,,71,,,,,,,,,,21.7
Willamette Falls,7/28/2001,,60,5,39,,,,,,,,,,22.2
Willamette Falls,7/29/2001,,35,,26,,,,,,,,,,
Willamette Falls,7/30/2001,,29,2,17,,,,,,,,,,22.2
Willamette Falls,7/31/2001,,21,2,13,,,,,,,,,,22.2
Willamette Falls,8/1/2001,,23,1,19,,,,,,,,,,22.2
Willamette Falls,8/2/2001,,18,2,16,,,,,,,,,,22.2
Willamette Falls,8/3/2001,,28,1,31,,,,,,,,,,21.7
Willamette Falls,8/4/2001,,33,,24,,,,,,,,,,21.1
Willamette Falls,8/5/2001,,31,,26,,,,,,,,,,
Willamette Falls,8/6/2001,,19,,15,,,,,,,,,,21.1
Willamette Falls,8/7/2001,,17,1,23,,,,,,,,,,21.7
Willamette Falls,8/8/2001,,24,,20,,,,,,,,,,
Willamette Falls,8/9/2001,,29,2,23,,,,,,,,,,22.2
Willamette Falls,8/10/2001,,12,3,19,,,,,,,,,,22.8
Willamette Falls,8/11/2001,,16,1,6,,,,,,,,,,
Willamette Falls,8/12/2001,,5,,2,,,,,,,,,,
Willamette Falls,8/13/2001,,2,,4,,,,,,,,,,23.3
Willamette Falls,8/14/2001,,2,,,,,,,,,,,,23.9
Willamette Falls,8/15/2001,,1,,,,,,,,,,,,23.9
Willamette Falls,8/16/2001,,3,,,,,,,,,,,,
Willamette Falls,8/17/2001,,3,1,,,,,,,,,,,23.9
Willamette Falls,8/18/2001,,3,,2,,,,,,,,,,
Willamette Falls,8/19/2001,,4,,3,,,,,,,,,,
Willamette Falls,8/20/2001,,4,,5,,,,,,,,,,22.8
Willamette Falls,8/21/2001,,4,,6,,,,,,,,,,22.2
Willamette Falls,8/22/2001,,4,1,10,,,1,,,,,,,21.7
Willamette Falls,8/23/2001,,16,,26,,,2,1,,,,,,21.1
Willamette Falls,8/24/2001,,12,,8,,,1,,,,,,,20.6
Willamette Falls,8/25/2001,,20,,19,,,2,1,,,,,,
Willamette Falls,8/26/2001,,31,,16,,,1,3,,,,,,
Willamette Falls,8/27/2001,,27,,9,,,1,5,,,,,,20
Willamette Falls,8/28/2001,,47,1,8,,,6,2,,,,,,20
Willamette Falls,8/29/2001,,17,,3,,,3,,,,,,,20.6
Willamette Falls,8/30/2001,,,,,,,1,1,,,,,,21.1
Willamette Falls,8/31/2001,,72,1,5,,,7,2,,,,,,21.7
Willamette Falls,9/1/2001,,80,,6,,,4,,,,,,,
Willamette Falls,9/2/2001,,61,,7,,,13,,,,,,,21.7
Willamette Falls,9/3/2001,,41,,7,,,1,3,,,,,,21.7
Willamette Falls,9/4/2001,,49,,4,,,,1,,,,,,21.7
Willamette Falls,9/5/2001,,45,,4,,,1,1,,,,,,21.7
Willamette Falls,9/6/2001,,14,,1,,,1,4,,,,,,21.1
Willamette Falls,9/7/2001,,27,,5,,,10,1,,,,,,20.6
Willamette Falls,9/8/2001,,99,2,14,,,17,3,,,,,,20.6
Willamette Falls,9/9/2001,,91,4,23,,,22,3,,,,,,20
Willamette Falls,9/10/2001,,87,2,18,,,30,4,,,,,,20
Willamette Falls,9/11/2001,,71,4,17,,,54,12,,,,,,19.4
Willamette Falls,9/12/2001,,47,1,9,,,30,5,,,,,,19.4
Willamette Falls,9/13/2001,,36,,2,,,34,6,,,,,,
Willamette Falls,9/14/2001,,29,1,11,,,31,6,,,,,,19.4
Willamette Falls,9/15/2001,,27,,6,,,31,1,,,,,,20
Willamette Falls,9/16/2001,,21,,2,,,16,2,,,,,,
Willamette Falls,9/17/2001,,23,,9,,,29,7,,,,,,20.6
Willamette Falls,9/18/2001,,13,,6,,,32,9,,,,,,20.6
Willamette Falls,9/19/2001,,34,,3,,,39,14,,,,,,20.6
Willamette Falls,9/20/2001,,22,,3,,,62,4,,,,,,20
Willamette Falls,9/21/2001,,6,,6,,,47,3,,,,,,20
Willamette Falls,9/22/2001,,23,,2,,,42,5,,,,,,19.4
Willamette Falls,9/23/2001,,28,1,7,,,70,10,,,,,,
Willamette Falls,9/24/2001,,22,1,8,,,53,11,,,,,,18.9
Willamette Falls,9/25/2001,,17,,3,,,22,5,,,,,,
Willamette Falls,9/26/2001,,33,,11,,,39,6,,,,,,18.3
Willamette Falls,9/27/2001,,20,,16,,,45,6,,,,,,18.3
Willamette Falls,9/28/2001,,10,1,16,,,20,24,,,,,,18.3
Willamette Falls,9/29/2001,,10,2,11,,,17,17,,,,,,17.8
Willamette Falls,9/30/2001,,22,2,5,,,22,12,,,,,,
Willamette Falls,10/1/2001,,7,,7,,,41,23,,,,,,17.2
Willamette Falls,10/2/2001,,9,1,9,,,65,10,,,,,,
Willamette Falls,10/3/2001,,7,,13,,,63,19,,,,,,16.7
Willamette Falls,10/4/2001,,6,,12,,,57,18,,,,,,16.7
Willamette Falls,10/5/2001,,4,,11,,,41,31,,,,,,16.7
Willamette Falls,10/6/2001,,9,2,7,,,62,9,,,,,,
Willamette Falls,10/7/2001,,2,,3,,,49,6,,,,,,17.2
Willamette Falls,10/8/2001,,2,,2,,,26,,,,,,,
Willamette Falls,10/9/2001,,2,,2,,,41,14,,,,,,
Willamette Falls,10/10/2001,,3,,8,,,25,6,,,,,,16.7
Willamette Falls,10/11/2001,,5,,8,,,46,7,,,,,,15.6
Willamette Falls,10/12/2001,,1,,15,,,34,5,,,,,,15
Willamette Falls,10/13/2001,,2,,10,,,33,2,,,,,,
Willamette Falls,10/14/2001,,4,,10,,,30,4,,,,,,
Willamette Falls,10/15/2001,,4,,5,,,29,2,,,,,,13.9
Willamette Falls,10/16/2001,,1,,3,,,6,2,,,,,,13.9
Willamette Falls,10/17/2001,,5,,9,,,11,7,,,,,,13.9
Willamette Falls,10/18/2001,,1,,8,,,22,5,,,,,,13.9
Willamette Falls,10/19/2001,,,,3,,,17,1,,,,,,13.9
Willamette Falls,10/20/2001,,,,5,,,17,3,,,,,,
Willamette Falls,10/21/2001,,,,5,,,11,1,,,,,,
Willamette Falls,10/22/2001,,,,6,,,14,4,,,,,,13.3
Willamette Falls,10/23/2001,,,,14,,,21,9,,,,,,12.8
Willamette Falls,10/24/2001,,,,2,,,15,6,,,,,,12.8
Willamette Falls,10/25/2001,,,,14,,,17,3,,,,,,12.2
Willamette Falls,10/26/2001,,,,13,,,6,1,,,,,,12.2
Willamette Falls,10/27/2001,,,,14,,,18,,,,,,,
Willamette Falls,10/28/2001,,,,7,,,15,,,,,,,
Willamette Falls,10/29/2001,,1,,4,,,5,,,,,,,11.7
Willamette Falls,10/30/2001,,1,,7,,,8,,,,,,,11.7
Willamette Falls,10/31/2001,,,,7,,,5,,,,,,,11.7
Willamette Falls,11/1/2001,,,,4,,,5,,,,,,,11.1
Willamette Falls,11/2/2001,,,,4,,,1,,,,,,,11.1
Willamette Falls,11/3/2001,,,,3,,,7,2,,,,,,
Willamette Falls,11/4/2001,,,,7,,,2,,,,,,,
Willamette Falls,11/5/2001,,,,4,,,1,1,,,,,,11.7
Willamette Falls,11/6/2001,,,,3,,,1,,,,,,,11.7
Willamette Falls,11/7/2001,,,,6,,,1,,,,,,,11.7
Willamette Falls,11/8/2001,,,,10,,,1,,,,,,,11.7
Willamette Falls,11/9/2001,,,,13,,,1,,,,,,,11.1
Willamette Falls,11/10/2001,,,,4,,,,,,,,,,
Willamette Falls,11/11/2001,,,,,,,,,,,,,,
Willamette Falls,11/12/2001,,,,,,,,,,,,,,
Willamette Falls,11/13/2001,,,,1,,,,,,,,,,9.4
Willamette Falls,11/14/2001,,,,2,,,6,,,,,,,
Willamette Falls,11/15/2001,,,,12,,,1,,,,,,,10
Willamette Falls,11/16/2001,,,,15,,,,,,,,,,
Willamette Falls,11/17/2001,,,,27,,,,,,,,,,
Willamette Falls,11/18/2001,,,,16,,,,,,,,,,
Willamette Falls,11/19/2001,,,,9,,,,,,,,,,10.6
Willamette Falls,11/20/2001,,,,10,,,,,,,,,,10
Willamette Falls,11/21/2001,,,,5,,,,1,,,,,,10
Willamette Falls,11/22/2001,,,,11,,,,,,,,,,
Willamette Falls,11/23/2001,,,,7,,,,,,,,,,9.4
Willamette Falls,11/24/2001,,,,1,,,,,,,,,,
Willamette Falls,11/25/2001,,,,,,,,,,,,,,
Willamette Falls,11/26/2001,,,,12,,,,,,,,,,8.9
Willamette Falls,11/27/2001,,,,9,,,,,,,,,,8.3
Willamette Falls,11/28/2001,,,,4,,,,,,,,,,7.8
Willamette Falls,11/29/2001,,,,1,,,,,,,,,,
Willamette Falls,11/30/2001,,,,5,,,,,,,,,,7.8
Willamette Falls,12/1/2001,,,,6,,,,,,,,,,
Willamette Falls,12/2/2001,,,,5,,,,,,,,,,
Willamette Falls,12/3/2001,,,,6,,,,,,,,,,7.8
Willamette Falls,12/4/2001,,,,6,,,,,,,,,,7.8
Willamette Falls,12/5/2001,,,,3,,,,,,,,,,7.2
Willamette Falls,12/6/2001,,,,,,,,,,,,,,7.2
Willamette Falls,12/7/2001,,,,2,,,,,,,,,,7.2
Willamette Falls,12/8/2001,,,,3,,,,,,,,,,
Willamette Falls,12/9/2001,,,,9,,,,,,,,,,
Willamette Falls,12/10/2001,,,,32,,,,,,,,,,7.2
Willamette Falls,12/11/2001,,,,48,,,,,,,,,,7.2
Willamette Falls,12/12/2001,,,,69,,,,,,,,,,
Willamette Falls,12/13/2001,,,,72,,,,,,,,,,7.2
Willamette Falls,12/14/2001,,,,33,,,,,,,,,,7.2
Willamette Falls,12/15/2001,,,,9,,,,,,,,,,
Willamette Falls,12/16/2001,,,,23,,,,,,,,,,
Willamette Falls,12/17/2001,,,,29,,,,,,,,,,7.8
Willamette Falls,12/18/2001,,,,18,,,,,,,,,,7.8
Willamette Falls,12/19/2001,,,,17,,,,,,,,,,7.2
Willamette Falls,12/20/2001,,,,10,,,,,,,,,,7.2
Willamette Falls,12/21/2001,,,,30,,,,,,,,,,7.2
Willamette Falls,12/22/2001,,,,83,,,,,,,,,,
Willamette Falls,12/23/2001,,,,43,,,,,,,,,,6.7
Willamette Falls,12/24/2001,,,,107,,,,,,,,,,
Willamette Falls,12/25/2001,,,,68,,,,,,,,,,
Willamette Falls,12/26/2001,,,,63,,,,,,,,,,5.6
Willamette Falls,12/27/2001,,,,79,,,,,,,,,,5.6
Willamette Falls,12/28/2001,,,,40,,,,,,,,,,5.6
Willamette Falls,12/29/2001,,,,61,,,,,,,,,,
Willamette Falls,12/30/2001,,,,91,,,,,,,,,,
Willamette Falls,12/31/2001,,,,86,,,,,,,,,,6.1
Willamette Falls,1/1/2002,,,,76,,,,,,,,,,
Willamette Falls,1/2/2002,,,,167,,,,,,,,,,6.7
Willamette Falls,1/3/2002,,,,210,,,,,,,,,,6.7
Willamette Falls,1/4/2002,,,,146,,,,,,,,,,6.7
Willamette Falls,1/5/2002,,,,119,,,,,,,,,,
Willamette Falls,1/6/2002,,,,79,,,,,,,,,,
Willamette Falls,1/7/2002,,,,167,,,,,,,,,,7.8
Willamette Falls,1/8/2002,,,,57,,,,,,,,,,8.9
Willamette Falls,1/9/2002,,,,43,,,,,,,,,,9.4
Willamette Falls,1/10/2002,,,,43,,,,,,,,,,8.9
Willamette Falls,1/11/2002,,,,48,,,,,,,,,,8.3
Willamette Falls,1/12/2002,,,,78,,,,,,,,,,
Willamette Falls,1/13/2002,,,,114,,,,,,,,,,
Willamette Falls,1/14/2002,,,,111,,,,,,,,,,7.2
Willamette Falls,1/15/2002,,,,51,,,,,,,,,,6.7
Willamette Falls,1/16/2002,,,,36,,,,,,,,,,6.1
Willamette Falls,1/17/2002,,,,18,,,,,,,,,,
Willamette Falls,1/18/2002,,,,29,,,,,,,,,,5.6
Willamette Falls,1/19/2002,,,,47,,,,,,,,,,
Willamette Falls,1/20/2002,,,,67,,,,,,,,,,6.1
Willamette Falls,1/21/2002,,,,68,,,,,,,,,,
Willamette Falls,1/22/2002,,,,10,,,,,,,,,,6.1
Willamette Falls,1/23/2002,,,,5,,,,,,,,,,5.6
Willamette Falls,1/24/2002,,,,7,,,,,,,,,,5.6
Willamette Falls,1/25/2002,,,,41,,,,,,,,,,6.1
Willamette Falls,1/26/2002,,,,12,,,,,,,,,,
Willamette Falls,1/27/2002,,,,4,,,,,,,,,,6.1
Willamette Falls,1/28/2002,,,,3,,,,,,,,,,5.6
Willamette Falls,1/29/2002,,,,1,,,,,,,,,,5
Willamette Falls,1/30/2002,,,,11,,,,,,,,,,
Willamette Falls,1/31/2002,,,,26,,,,,,,,,,5
Willamette Falls,2/1/2002,,,,229,,,,,,,,,,5.6
Willamette Falls,2/2/2002,,,,220,,,,,,,,,,
Willamette Falls,2/3/2002,,,,306,,,,,,,,,,
Willamette Falls,2/4/2002,,,,217,,,,,,,,,,6.1
Willamette Falls,2/5/2002,,,,133,,,,,,,,,,6.1
Willamette Falls,2/6/2002,,,,100,,,,,,,,,,6.1
Willamette Falls,2/7/2002,,,,84,,,,,,,,,,6.1
Willamette Falls,2/8/2002,,,,156,,,,,,,,,,6.1
Willamette Falls,2/9/2002,,,,14,,,,,,,,,,
Willamette Falls,2/10/2002,,,,28,,,,,,,,,,
Willamette Falls,2/11/2002,,,,219,,,,,,,,,,6.1
Willamette Falls,2/12/2002,,,,121,,,,,,,,,,6.1
Willamette Falls,2/13/2002,,,,201,,,,,,,,,,6.1
Willamette Falls,2/14/2002,,,,147,,,,,,,,,,
Willamette Falls,2/15/2002,,,,127,,,,,,,,,,6.1
Willamette Falls,2/16/2002,,,,138,,,,,,,,,,
Willamette Falls,2/17/2002,,,,158,,,,,,,,,,
Willamette Falls,2/18/2002,,,,186,,,,,,,,,,6.7
Willamette Falls,2/19/2002,,,,280,,,,,,,,,,7.2
Willamette Falls,2/20/2002,,,,312,,,,,,,,,,
Willamette Falls,2/21/2002,,,,256,,,,,,,,,,8.3
Willamette Falls,2/22/2002,,,,403,,,,,,,,,,
Willamette Falls,2/23/2002,,,,474,,,,,,,,,,8.9
Willamette Falls,2/24/2002,,,,340,,,,,,,,,,
